,product_url,product_code,product_title,category,gender,color,sale_price,mrp,discount,star_rating,no_of_reviews,description,details
339,https://www.adidas.co.in/run-falcon-2.0-shoes/GV9556.html,GV9556,Run Falcon 2.0 Shoes,Running,Men,Legend Ink / Shadow Navy / Carbon,3 299,6 599,50,4.7,969,"Strap up in these running shoes and you're set for a jog in the park followed by coffee with friends. With a mesh upper for outstanding breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.","['Regular fit', 'Lace closure', 'Sandwich mesh upper', 'Lightweight breathable feel', 'EVA midsole', 'Supportive no-sew heel', 'Durable outsole', 'Color: Legend Ink / Shadow Navy / Carbon', 'Product code: GV9556']"
340,https://www.adidas.co.in/ultraboost-1.0-dna-mighty-ducks-hawks-running-sportswear-lifestyle-shoes/GV8815.html,GV8815,Ultraboost 1.0 DNA Mighty Ducks Hawks Running Sportswear Lifestyle Shoes,Sportswear,Unisex,Core Black / Cloud White / Blue Rush,17 999,4 599,0,4.5,15,"Bring out your inner champion when you lace up in these adidas running shoes. Created in collaboration with the classic Disney film ""The Mighty Ducks,"" they have all the features of the original Ultraboost but they're made for everyday wear. Lightweight adidas PRIMEKNIT hugs your foot for ultimate comfort. Midsole BOOST returns energy with every step to keep you feeling agile all day long.","['Regular fit', 'Lace closure', 'adidas PRIMEKNIT textile upper', 'BOOST midsole', 'Fitcounter moulded heel counter', 'Weight: 368 g (size UK: 8.5)', 'Midsole drop: 10 mm (heel: 25 mm / forefoot: 15 mm)', 'Stretchweb outsole with Continental™ Rubber', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Core Black / Cloud White / Blue Rush', 'Product code: GV8815']"
341,https://www.adidas.co.in/vs-pace-2.0-3-stripes-branding-synthetic-nubuck-shoes/HP6014.html,HP6014,VS Pace 2.0 3-Stripes Branding Synthetic Nubuck Shoes,Sportswear,Men,Cloud White / Sand Strata / Core Black,4 999,4 999,0,4.7,77,"Bust out that new trick you've been waiting to show off or just kick back in these adidas shoes. They stay true to their skateboarding heritage with a nubuck upper and a vulcanised midsole look. Lace them up to test your skills on the ramp, the flat bar or to just chill with friends.

Made with a series of recycled materials, and at least 50% recycled content, this product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Synthetic nubuck upper', 'Textile lining', 'Vulcanised-look midsole', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Sand Strata / Core Black', 'Product code: HP6014']"
342,https://www.adidas.co.in/dame-extply-2.0-shoes/GY2443.html,GY2443,Dame Extply 2.0 Shoes,Basketball,Unisex,Red / Bright Red / Team Power Red,8 999,8 999,0,4.5,100,"Damian Lillard's style mixes basketball and hip hop. He dominates the hardwood the same way he dominates the recording studio. The Dame Extply 2.0 signature shoes from adidas Basketball build on Dame D.O.L.LA.'s legacy. They feature a lightweight Bounce midsole for elevated cushioning, a breathable upper that keeps the air flowing and all the signature details that celebrate the greatness of Damian Lillard.","['Regular fit', 'Lace closure', 'Material-mix upper', 'Cushioned feel', 'Textile lining', 'Bounce midsole', 'Rubber outsole', '25% of the components used to make the upper are made with a minimum of 50% recycled content', 'Color: Red / Bright Red / Team Power Red', 'Product code: GY2443']"
343,https://www.adidas.co.in/ultraboost-1.0-x-disney-100-shoes/HQ6430.html,HQ6430,Ultraboost 1.0 x Disney 100 Shoes,Sportswear,Women,Grey One / Off White / Silver Metallic,19 999,19 999,0,3.7,9,Celebrate 100 years of Disney magic in these adidas Ultraboost 1.0 shoes. They have a special tongue logo that honours every joyful smile Disney has inspired over the last century. The adidas PRIMEKNIT upper has a cloud-like print to match the softness of the responsive BOOST midsole. A custom sockliner pays homage to Mickey Mouse and his adventures.,"['Lace closure', 'adidas PRIMEKNIT textile upper', 'Fitcounter moulded heel counter', 'BOOST midsole', 'Stretchweb outsole with Continental™ Rubber', '©Disney', 'Color: Grey One / Off White / Silver Metallic', 'Product code: HQ6430']"
344,https://www.adidas.co.in/web-boost-shoes/HQ6995.html,HQ6995,Web Boost Shoes,Sportswear,Men,Core Black / Black Blue Met. / Grey Five,14 999,14 999,0,5.0,1,"Stay ready for anything the day brings. These shoes have a responsive adidas BOOST midsole caged inside a Stretchweb outsole that flexes naturally as you move. Vibrant contrast details on the upper and a reflective tongue suit them well for a night run or a get-together with friends.

Made with a series of recycled materials, and at least 50% recycled content, this product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Textile upper', 'Hugs the foot', 'Reflective tongue', 'BOOST midsole', 'Stretchweb rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Core Black / Black Blue Met. / Grey Five', 'Product code: HQ6995']"
345,https://www.adidas.co.in/response-super-3.0-shoes/HP5930.html,HP5930,Response Super 3.0 Shoes,Running,Women,Cloud White / Cloud White / Silver Violet,8 999,8 999,0,4.6,20,"When you're getting close to race day, you need pace and pop. These adidas running shoes are designed for that fast performance. They combine Bounce technology at the heel and Bounce+ underfoot for all-around cushioning to make your run feel springy. The specially made plastic heel clip provides added stability. Now all you need to do is tighten up your laces and start the clock. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Breathable mesh upper', 'Geofit padded collar', 'Bounce midsole', 'Adibouncy EVA sockliner', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Cloud White / Silver Violet', 'Product code: HP5930']"
346,https://www.adidas.co.in/pureboost-22-shoes/HQ8585.html,HQ8585,Pureboost 22 Shoes,Running,Men,Cloud White / Grey Two / Lucid Blue,12 999,12 999,0,4.3,144,"You don't need a lot to go running. A snack, a playlist and these adidas running shoes will keep you going for the next few miles. Cushioned and responsive, Pureboost is an ultra-comfortable training shoe for short daily runs. adidas BOOST delivers incredible energy return with each step, and the Stretchweb rubber outsole flexes underfoot for an energised ride.","['Regular fit', 'Lace closure', 'Engineered mesh upper', 'Cushioned, responsive feel', 'Textile lining', 'Boost midsole', 'Midsole drop: 10 mm (heel: 20 mm / forefoot: 10 mm)', 'Stretchweb rubber outsole', 'Color: Cloud White / Grey Two / Lucid Blue', 'Product code: HQ8585']"
347,https://www.adidas.co.in/duramo-sl-shoes/FY8113.html,FY8113,Duramo SL Shoes,Running,Men,Core Black / Core Black / Grey Six,7 599,7 599,0,4.7,2038,"Variety keeps you motivated. For running, lifting or playing pickup games, these running shoes are all about versatile comfort. They have a lightweight build with pillow-like cushioning. No-sew overlays support the foot through quick bursts and lateral movements.","['Regular fit', 'Lace closure', 'Mesh upper', 'Lightweight feel', 'Multipurpose running shoe', 'Lightmotion midsole', 'OrthoLite® sockliner', 'Rubber outsole', 'Color: Core Black / Core Black / Grey Six', 'Product code: FY8113']"
348,https://www.adidas.co.in/hyperturf-gaiter-shoes/HQ6071.html,HQ6071,Hyperturf Gaiter Shoes,Originals,Men,Golden Beige / Chalky Brown / Golden Beige,17 999,17 999,0,0.0,0,"City wandering calls for technical gear too. That's why these adidas shoes borrow from the world of outdoor design and push to the future with an innovative gaiter system. The protective feature attaches easily with FIDLOCK® magnetic snaps and goes far towards keeping debris away from your feet. Add to that a durable CORDURA® upper, rugged outsole and speed-lace closure, and you're ready to roam.","['Lace closure', 'CORDURA® nylon upper', 'Textile lining', 'Detachable outer gaiter with FIDLOCK® magnetic snap', 'Rubber outsole', 'Color: Golden Beige / Chalky Brown / Golden Beige', 'Product code: HQ6071']"
349,https://www.adidas.co.in/supernova-2.0-shoes/HQ9939.html,HQ9939,Supernova 2.0 Shoes,Running,Men,Cloud White / Lucid Blue / Lucid Fuchsia,9 999,9 999,0,4.8,5,"Who says running needs to be uncomfortable? These shoes are designed to help you run comfortable every time, on any terrain. From a precisely balanced mix of Bounce and increased BOOST in the midsole to a new padded tongue and heel patch construction, experience comfort with every step.

From raw material extraction, processing, packaging, all the way to the end of product's life, we calculate and communicate its carbon footprint, conforming to an internationally recognized standard: ISO 14067 

To reduce our footprint, we need to measure it. The concise footprint results made available to you below, cover the complete lifecycle of the product. This is just one of our initiatives to help reduce our footprint.","['Lace closure', 'Textile upper', 'BOOST and Bounce midsole cushioning', 'Textile lining', 'Weight: 278g (size UK 8.5)', 'Midsole drop: 9 mm (heel: 19 mm / forefoot: 10 mm)', 'Synthetic outsole', 'Upper contains a minimum of 50% recycled content / Minimum 10% less emissions per pair when compared to its previous version', 'Color: Cloud White / Lucid Blue / Lucid Fuchsia', 'Product code: HQ9939']"
350,https://www.adidas.co.in/ozelle-cloudfoam-lifestyle-running-shoes/H06121.html,H06121,OZELLE Cloudfoam Lifestyle Running Shoes,Sportswear,Women,Cloud White / Cloud White / Matte Gold,7 999,7 999,0,0.0,0,"One foot in the past, one in the future. These adidas running-style sneakers are rooted in the '90s but they take their style cues from futuristic techwear. A sleek upper sits atop a distinctive chunky outsole, while Cloudfoam cushioning keeps you comfortable day to day. Wear yours with cropped pants to show off every curve.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Rich material-mix upper', 'Textile lining', 'Chunky midsole', 'Cloudfoam midsole', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Cloud White / Matte Gold', 'Product code: H06121']"
352,https://www.adidas.co.in/adilette-comfort-slides/H03616.html,H03616,Adilette Comfort Slides,Sportswear,Unisex,Shadow Navy / Cloud White / Shadow Navy,3 999,3 999,0,4.8,115,"Classics for a reason. These adidas slides are the perfect combination of versatility and comfort. They fit snugly and slip off easily for convenience as you move from the pool deck to the locker room to the couch. With an iconic look and casual style, they pair just as easily with track pants and socks as they do with swimming trunks and bare feet, keeping you ready for any occasion.","['Regular fit', 'Slip-on', 'Synthetic bandage upper', 'Textile lining', 'Injected EVA outsole', 'Color: Shadow Navy / Cloud White / Shadow Navy', 'Product code: H03616']"
353,https://www.adidas.co.in/valentines-day-ultraboost-1.0-shoes/HQ3857.html,HQ3857,Valentine's Day Ultraboost 1.0 Shoes,Sportswear,Women,Cloud White / Cloud White / Violet Fusion,17 999,17 999,0,4.5,57,"Celebrate love in all its forms with the Valentine's Day edit. Fresh new colorways invite you to share the love, while bold design details make it easy to spread feel-good vibes on V-Day and beyond.

The reimagined Valentine's Day Ultraboost 1.0 Shoes are a stylish way to show yourself some love this year. This time the iconic silhouette gets a cupid-certified update thanks to the raised knitted hearts on the upper and the head-turning, marbled outsole. A discreet note on the sockliner helps you feel the love with every stride —  fully supported by the iconic BOOST midsole and adidas PRIMEKNIT upper.","['Regular fit', 'Lace closure', 'adidas PRIMEKNIT textile upper', 'BOOST midsole', 'Textile lining', 'Continental™ Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Cloud White / Cloud White / Violet Fusion', 'Product code: HQ3857']"
354,https://www.adidas.co.in/duramo-10-shoes/HP2375.html,HP2375,Duramo 10 Shoes,Running,Men,Light Grey / Screaming Orange / Solar Gold,6 599,6 599,0,4.6,993,"From a morning gym session to a day of errands to an evening with friends, keep your feet comfortable and your style on point in these adidas shoes. Pair them with your favourite running shorts for the ultimate athletic-casual vibe. A mesh upper helps you stay cool, while superlight cushioning cradles every step you take.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Sandwich mesh upper', 'Supportive no-sew overlays', 'Soft heel', 'LIGHTMOTION cushioning', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Light Grey / Screaming Orange / Solar Gold', 'Product code: HP2375']"
